name,type,source_id,source_label,target_id,target_label,transaction_date,value_date,amount,currency,status,exchange_rate,base_amount,base_currency,description
Aebercrombie 2025-03-06 refund,income,Aebercrombie,Abercrombie & Fitch,Account3,KK-Konto,2025-03-06,2025-03-06,73.39,CHF,settled,1.0,73.39,CHF,
SBB CFF FSS Ticket Shop 2025-03-07,expense,Account3,KK-Konto,SBB_CFF_FSS_Ticket_Shop,SBB CFF FSS Ticket Shop,2025-03-07,2025-03-07,2.8,CHF,settled,1.0,2.8,CHF,
iTunes.com 2025-03-08,expense,Account3,KK-Konto,iTunes.com,iTunes.com,2025-03-08,2025-03-08,1.0,CHF,settled,1.0,1.0,CHF,
Aebercrombie 2025-03-12,expense,Account3,KK-Konto,Aebercrombie,Abercrombie & Fitch,2025-03-12,2025-03-12,454.95,CHF,settled,1.0,454.95,CHF,
Aebercrombie 2025-03-12 refund,income,Aebercrombie,Abercrombie & Fitch,Account3,KK-Konto,2025-03-12,2025-03-12,442.16,CHF,settled,1.0,442.16,CHF,
Orell Füssli 2025-03-13,expense,Account3,KK-Konto,Orell_Füssli,Orell Füssli,2025-03-13,2025-03-13,8.9,CHF,settled,1.0,8.9,CHF,
SBB CFF FSS Ticket Shop 2025-03-14,expense,Account3,KK-Konto,SBB_CFF_FSS_Ticket_Shop,SBB CFF FSS Ticket Shop,2025-03-14,2025-03-14,15.8,CHF,settled,1.0,15.8,CHF,
H&M 2025-03-18,expense,Account3,KK-Konto,H&M,H&M,2025-03-18,2025-03-18,144.7,CHF,settled,1.0,144.7,CHF,
iTunes.com 2025-03-20,expense,Account3,KK-Konto,iTunes.com,iTunes.com,2025-03-20,2025-03-20,3.0,CHF,settled,1.0,3.0,CHF,
Kreditkarten-Zahlung 2025-03-23,transfer,Account1,Privatkonto,Account3,KK-Konto,2025-03-23,2025-03-23,559.23,CHF,settled,1.0,559.23,CHF,
Apple Online Store 2025-03-24,expense,Account3,KK-Konto,Apple_Online_Store,Apple Online Store,2025-03-24,2025-03-24,109.0,CHF,settled,1.0,109.0,CHF,
H&M 2025-03-26,income,H&M,H&M,Account3,KK-Konto,2025-03-26,2025-03-26,139.8,CHF,settled,1.0,139.8,CHF,
Thommy Hilfiger 2025-03-26,expense,Account3,KK-Konto,Thommy_Hilfiger,Tommy Hilfiger,2025-03-26,2025-03-26,377.9,CHF,settled,1.0,377.9,CHF,
Superdry.com 2025-03-28,expense,Account3,KK-Konto,Superdry.com,Superdry.com,2025-03-28,2025-03-28,278.0,CHF,settled,1.0,278.0,CHF,
Apple Online Store 2025-03-30,expense,Account3,KK-Konto,Apple_Online_Store,Apple Online Store,2025-03-30,2025-03-30,130.0,CHF,settled,1.0,130.0,CHF,
Aebercrombie 2025-03-30,expense,Account3,KK-Konto,Aebercrombie,Abercrombie & Fitch,2025-03-30,2025-03-30,287.95,CHF,settled,1.0,287.95,CHF,
Aebercrombie 2025-03-30 #2,income,Aebercrombie,Abercrombie & Fitch,Account3,KK-Konto,2025-03-30,2025-03-30,277.86,CHF,settled,1.0,277.86,CHF,
Apple Online Store 2025-03-31,expense,Account3,KK-Konto,Apple_Online_Store,Apple Online Store,2025-03-31,2025-03-31,49.0,CHF,settled,1.0,49.0,CHF,
Aebercrombie 2025-04-02,expense,Account3,KK-Konto,Aebercrombie,Abercrombie & Fitch,2025-04-02,2025-04-02,149.3,CHF,settled,1.0,149.3,CHF,
Aebercrombie 2025-04-02 refund,income,Aebercrombie,Abercrombie & Fitch,Account3,KK-Konto,2025-04-02,2025-04-02,74.03,CHF,settled,1.0,74.03,CHF,
Apple Online Store 2025-04-03,expense,Account3,KK-Konto,Apple_Online_Store,Apple Online Store,2025-04-03,2025-04-03,869.0,CHF,settled,1.0,869.0,CHF,
Paypal 2025-04-03,expense,Account3,KK-Konto,Paypal,Paypal,2025-04-03,2025-04-03,68.0,CHF,settled,1.0,68.0,CHF,
iTunes.com 2025-04-05,expense,Account3,KK-Konto,iTunes.com,iTunes.com,2025-04-05,2025-04-05,1.0,CHF,settled,1.0,1.0,CHF,
iTunes.com 2025-04-08,expense,Account3,KK-Konto,iTunes.com,iTunes.com,2025-04-08,2025-04-08,1.0,CHF,settled,1.0,1.0,CHF,
Paypal 2025-04-08,expense,Account3,KK-Konto,Paypal,Paypal,2025-04-08,2025-04-08,40.0,CHF,settled,1.0,40.0,CHF,
Aebercrombie 2025-04-10,expense,Account3,KK-Konto,Aebercrombie,Abercrombie & Fitch,2025-04-10,2025-04-10,166.85,CHF,settled,1.0,166.85,CHF,
Aebercrombie 2025-04-10 refund,income,Aebercrombie,Abercrombie & Fitch,Account3,KK-Konto,2025-04-10,2025-04-10,74.04,CHF,settled,1.0,74.04,CHF,
SBB CFF FSS Ticket Shop 2025-04-11,expense,Account3,KK-Konto,SBB_CFF_FSS_Ticket_Shop,SBB CFF FSS Ticket Shop,2025-04-11,2025-04-11,15.8,CHF,settled,1.0,15.8,CHF,
Thommy Hilfiger 2025-04-13,income,Thommy_Hilfiger,Tommy Hilfiger,Account3,KK-Konto,2025-04-13,2025-04-13,377.9,CHF,settled,1.0,377.9,CHF,
Superdry.com 2025-04-15,income,Superdry.com,Superdry.com,Account3,KK-Konto,2025-04-15,2025-04-15,139.0,CHF,settled,1.0,139.0,CHF,
Mango 2025-04-18,expense,Account3,KK-Konto,Mango,Mango,2025-04-18,2025-04-18,42.9,CHF,settled,1.0,42.9,CHF,
Swiss Intl. Airlines 2025-04-19,expense,Account3,KK-Konto,Swiss_Intl._Airlines,Swiss Intl. Airlines,2025-04-19,2025-04-19,389.4,CHF,settled,1.0,389.4,CHF,
Swiss Intl. Airlines 2025-04-19 #2,expense,Account3,KK-Konto,Swiss_Intl._Airlines,Swiss Intl. Airlines,2025-04-19,2025-04-19,389.4,CHF,settled,1.0,389.4,CHF,
Lufhansa Köln 2025-04-19,expense,Account3,KK-Konto,Lufhansa_Köln,Lufthansa Köln,2025-04-19,2025-04-19,175.4,CHF,settled,1.0,175.4,CHF,
Lufhansa Köln 2025-04-19 #2,expense,Account3,KK-Konto,Lufhansa_Köln,Lufthansa Köln,2025-04-19,2025-04-19,175.4,CHF,settled,1.0,175.4,CHF,
iTunes.com 2025-04-20,expense,Account3,KK-Konto,iTunes.com,iTunes.com,2025-04-20,2025-04-20,1.0,CHF,settled,1.0,1.0,CHF,
VISITBRITAINSHOP DE LONDON GBR 2025-04-20,expense,Account3,KK-Konto,VISITBRITAINSHOP_DE_LONDON_GBR,VisitBritain Shop,2025-04-20,2025-04-20,217.65,CHF,settled,1.0,217.65,CHF,
Swiss Intl. Airlines 2025-04-20,expense,Account3,KK-Konto,Swiss_Intl._Airlines,Swiss Intl. Airlines,2025-04-20,2025-04-20,24.0,CHF,settled,1.0,24.0,CHF,
Swiss Intl. Airlines 2025-04-20 #2,expense,Account3,KK-Konto,Swiss_Intl._Airlines,Swiss Intl. Airlines,2025-04-20,2025-04-20,24.0,CHF,settled,1.0,24.0,CHF,
Paypal 2025-04-21,expense,Account3,KK-Konto,Paypal,Paypal,2025-04-21,2025-04-21,152.65,CHF,settled,1.0,152.65,CHF,
Aebercrombie 2025-04-22,expense,Account3,KK-Konto,Aebercrombie,Abercrombie & Fitch,2025-04-22,2025-04-22,177.45,CHF,settled,1.0,177.45,CHF,
www.post.ch 2025-04-22,expense,Account3,KK-Konto,www.post.ch,www.post.ch,2025-04-22,2025-04-22,37.0,CHF,settled,1.0,37.0,CHF,
Aebercrombie 2025-04-22 #2,income,Aebercrombie,Abercrombie & Fitch,Account3,KK-Konto,2025-04-22,2025-04-22,79.23,CHF,settled,1.0,79.23,CHF,
Kreditkarten-Zahlung 2025-04-23,transfer,Account1,Privatkonto,Account3,KK-Konto,2025-04-23,2025-04-23,3187.19,CHF,settled,1.0,3187.19,CHF,
Bestellung Amazon 2,expense,Account3,KK-Konto,Amazon,Amazon,2025-04-25,2025-04-25,69.89514599232116,EUR,settled,1.0,69.89514599232116,CHF,
Paypal 2025-04-26,expense,Account3,KK-Konto,Paypal,Paypal,2025-04-26,2025-04-26,249.8,CHF,settled,1.0,249.8,CHF,
Ristorante Luce 2025-04-28,expense,Account3,KK-Konto,Ristorante_Luce,Ristorante Luce,2025-04-28,2025-04-28,63.9,CHF,settled,1.0,63.9,CHF,
"Apartment in Vesterboro, AirBnB",expense,Account3,KK-Konto,AirBnB,AirBnB,2025-05-02,2025-05-02,535.15,EUR,settled,1.0,535.15,CHF,
Bestellung Amazon 2,expense,Account3,KK-Konto,Amazon,Amazon,2025-05-02,2025-05-02,122.38739121343721,EUR,settled,1.0,122.38739121343721,CHF,
Thommy Hilfiger 2025-05-04,expense,Account3,KK-Konto,Thommy_Hilfiger,Tommy Hilfiger,2025-05-04,2025-05-04,105.8,CHF,settled,1.0,105.8,CHF,
iTunes.com 2025-05-05,expense,Account3,KK-Konto,iTunes.com,iTunes.com,2025-05-05,2025-05-05,1.0,CHF,settled,1.0,1.0,CHF,
Thommy Hilfiger 2025-05-05,expense,Account3,KK-Konto,Thommy_Hilfiger,Tommy Hilfiger,2025-05-05,2025-05-05,179.8,CHF,settled,1.0,179.8,CHF,
Nike.com 2025-05-06,expense,Account3,KK-Konto,Nike.com,Nike.com,2025-05-06,2025-05-06,390.0,CHF,settled,1.0,390.0,CHF,
Thommy Hilfiger 2025-05-06,expense,Account3,KK-Konto,Thommy_Hilfiger,Tommy Hilfiger,2025-05-06,2025-05-06,198.9,CHF,settled,1.0,198.9,CHF,
iTunes.com 2025-05-08,expense,Account3,KK-Konto,iTunes.com,iTunes.com,2025-05-08,2025-05-08,1.0,CHF,settled,1.0,1.0,CHF,
www.ochsner-sport.ch 2025-05-10,expense,Account3,KK-Konto,www.ochsner-sport.ch,www.ochsner-sport.ch,2025-05-10,2025-05-10,105.8,CHF,settled,1.0,105.8,CHF,
www.ochsner-sport.ch 2025-05-11,income,www.ochsner-sport.ch,www.ochsner-sport.ch,Account3,KK-Konto,2025-05-11,2025-05-11,105.8,CHF,settled,1.0,105.8,CHF,
Veloshop 2025-05-12,expense,Account3,KK-Konto,Veloshop,Veloshop,2025-05-12,2025-05-12,59.15,CHF,settled,1.0,59.15,CHF,
H&M 2025-05-13,expense,Account3,KK-Konto,H&M,H&M,2025-05-13,2025-05-13,24.8,CHF,settled,1.0,24.8,CHF,
Aebercrombie 2025-05-14,expense,Account3,KK-Konto,Aebercrombie,Abercrombie & Fitch,2025-05-14,2025-05-14,37.85,CHF,settled,1.0,37.85,CHF,
Orell Füssli 2025-05-16,expense,Account3,KK-Konto,Orell_Füssli,Orell Füssli,2025-05-16,2025-05-16,40.8,CHF,settled,1.0,40.8,CHF,
s-Oliver.com 2025-05-17,expense,Account3,KK-Konto,s-Oliver.com,s.Oliver.com,2025-05-17,2025-05-17,39.95,CHF,settled,1.0,39.95,CHF,
iTunes.com 2025-05-19,expense,Account3,KK-Konto,iTunes.com,iTunes.com,2025-05-19,2025-05-19,1.0,CHF,settled,1.0,1.0,CHF,
Aebercrombie 2025-05-19,expense,Account3,KK-Konto,Aebercrombie,Abercrombie & Fitch,2025-05-19,2025-05-19,64.5,CHF,settled,1.0,64.5,CHF,
iTunes.com 2025-05-20,expense,Account3,KK-Konto,iTunes.com,iTunes.com,2025-05-20,2025-05-20,1.0,CHF,settled,1.0,1.0,CHF,
Kreditkarten-Zahlung 2025-05-23,transfer,Account1,Privatkonto,Account3,KK-Konto,2025-05-23,2025-05-23,2133.76,CHF,settled,1.0,2133.76,CHF,
Bestellung Amazon 2,expense,Account3,KK-Konto,Amazon,Amazon,2025-06-01,2025-06-01,135.9106822580172,EUR,settled,1.0,135.9106822580172,CHF,
H&M 2025-06-17,expense,Account3,KK-Konto,H&M,H&M,2025-06-17,2025-06-17,42.6,CHF,settled,1.0,42.6,CHF,
Veloshop 2025-06-23,expense,Account3,KK-Konto,Veloshop,Veloshop,2025-06-23,2025-06-23,6000.0,CHF,settled,1.0,6000.0,CHF,
Kreditkarten-Zahlung 2025-06-23,transfer,Account1,Privatkonto,Account3,KK-Konto,2025-06-23,2025-06-23,6124.75,CHF,settled,1.0,6124.75,CHF,
Aebercrombie 2025-06-24,expense,Account3,KK-Konto,Aebercrombie,Abercrombie & Fitch,2025-06-24,2025-06-24,67.9,CHF,settled,1.0,67.9,CHF,
Aebercrombie 2025-06-24 #2,expense,Account3,KK-Konto,Aebercrombie,Abercrombie & Fitch,2025-06-24,2025-06-24,241.35,CHF,settled,1.0,241.35,CHF,
Aebercrombie 2025-06-24 #3,income,Aebercrombie,Abercrombie & Fitch,Account3,KK-Konto,2025-06-24,2025-06-24,160.9,CHF,settled,1.0,160.9,CHF,
Tally Weijl 2025-06-24,expense,Account3,KK-Konto,Tally_Weijl,Tally Weijl,2025-06-24,2025-06-24,26.95,CHF,settled,1.0,26.95,CHF,
Spotify 2025-06-26,expense,Account3,KK-Konto,Spotify,Spotify,2025-06-26,2025-06-26,1.0,CHF,settled,1.0,1.0,CHF,
Spotify 2025-06-26 #2,expense,Account3,KK-Konto,Spotify,Spotify,2025-06-26,2025-06-26,1.0,CHF,settled,1.0,1.0,CHF,
SBB CFF FSS Ticket Shop 2025-06-27,expense,Account3,KK-Konto,SBB_CFF_FSS_Ticket_Shop,SBB CFF FSS Ticket Shop,2025-06-27,2025-06-27,4.4,CHF,settled,1.0,4.4,CHF,
Aebercrombie 2025-06-27,expense,Account3,KK-Konto,Aebercrombie,Abercrombie & Fitch,2025-06-27,2025-06-27,220.4,CHF,settled,1.0,220.4,CHF,
Aebercrombie 2025-06-27 #2,income,Aebercrombie,Abercrombie & Fitch,Account3,KK-Konto,2025-06-27,2025-06-27,210.77,CHF,settled,1.0,210.77,CHF,
Aebercrombie 2025-06-28,expense,Account3,KK-Konto,Aebercrombie,Abercrombie & Fitch,2025-06-28,2025-06-28,78.8,CHF,settled,1.0,78.8,CHF,
Paypal 2025-07-01,expense,Account3,KK-Konto,Paypal,Paypal,2025-07-01,2025-07-01,76.3,CHF,settled,1.0,76.3,CHF,
Manor AG 2025-07-03,expense,Account3,KK-Konto,Manor_AG,Manor AG,2025-07-03,2025-07-03,69.8,CHF,settled,1.0,69.8,CHF,
MOUSER ELECTRONICS 2025-07-04,expense,Account3,KK-Konto,MOUSER_ELECTRONICS,Mouser Electronics,2025-07-04,2025-07-04,55.7,CHF,settled,1.0,55.7,CHF,
iTunes.com 2025-07-05,expense,Account3,KK-Konto,iTunes.com,iTunes.com,2025-07-05,2025-07-05,1.0,CHF,settled,1.0,1.0,CHF,
Manor AG 2025-07-07,expense,Account3,KK-Konto,Manor_AG,Manor AG,2025-07-07,2025-07-07,69.8,CHF,settled,1.0,69.8,CHF,
Thommy Hilfiger 2025-07-08,expense,Account3,KK-Konto,Thommy_Hilfiger,Tommy Hilfiger,2025-07-08,2025-07-08,229.7,CHF,settled,1.0,229.7,CHF,
iTunes.com 2025-07-08,expense,Account3,KK-Konto,iTunes.com,iTunes.com,2025-07-08,2025-07-08,1.0,CHF,settled,1.0,1.0,CHF,
MONDRIAN LONDON LONDON GBR 2025-07-08,expense,Account3,KK-Konto,MONDRIAN_LONDON_LONDON_GBR,Mondrian London,2025-07-08,2025-07-08,743.2,CHF,settled,1.0,743.2,CHF,
MONDRIAN LONDON LONDON GBR 2025-07-08 #2,expense,Account3,KK-Konto,MONDRIAN_LONDON_LONDON_GBR,Mondrian London,2025-07-08,2025-07-08,743.2,CHF,settled,1.0,743.2,CHF,
Bestellung Amazon 2,expense,Account3,KK-Konto,Amazon,Amazon,2025-07-10,2025-07-10,113.78107541917468,EUR,settled,1.0,113.78107541917468,CHF,
iTunes.com 2025-07-10,expense,Account3,KK-Konto,iTunes.com,iTunes.com,2025-07-10,2025-07-10,1.9,CHF,settled,1.0,1.9,CHF,
WH SMITH TRAVEL HEATHROW T 2 GBR 2025-07-10,expense,Account3,KK-Konto,WH_SMITH_TRAVEL_HEATHROW_T_2_GBR,"WH Smith Travel, Heathrow T2",2025-07-10,2025-07-10,8.75,CHF,settled,1.0,8.75,CHF,
LA SALLE TERMINAL 2 GBR 2025-07-10,expense,Account3,KK-Konto,LA_SALLE_TERMINAL_2_GBR,"La Salle, Terminal 2",2025-07-10,2025-07-10,56.15,CHF,settled,1.0,56.15,CHF,
MONDRIAN LONDON LONDON GBR 2025-07-10,expense,Account3,KK-Konto,MONDRIAN_LONDON_LONDON_GBR,Mondrian London,2025-07-10,2025-07-10,80.05,CHF,settled,1.0,80.05,CHF,
Taxi 2025-07-11,expense,Account3,KK-Konto,Taxi,Taxi,2025-07-11,2025-07-11,115.0,CHF,settled,1.0,115.0,CHF,
Manor AG 2025-07-15,income,Manor_AG,Manor AG,Account3,KK-Konto,2025-07-15,2025-07-15,59.9,CHF,settled,1.0,59.9,CHF,
Galaxus AG 2025-07-18,expense,Account3,KK-Konto,Galaxus_AG,Galaxus AG,2025-07-18,2025-07-18,251.1,CHF,settled,1.0,251.1,CHF,
Thommy Hilfiger 2025-07-18,expense,Account3,KK-Konto,Thommy_Hilfiger,Tommy Hilfiger,2025-07-18,2025-07-18,95.8,CHF,settled,1.0,95.8,CHF,
Aebercrombie 2025-07-18,expense,Account3,KK-Konto,Aebercrombie,Abercrombie & Fitch,2025-07-18,2025-07-18,166.8,CHF,settled,1.0,166.8,CHF,
iTunes.com 2025-07-20,expense,Account3,KK-Konto,iTunes.com,iTunes.com,2025-07-20,2025-07-20,1.0,CHF,settled,1.0,1.0,CHF,
shop.heinigerag.ch 2025-07-20,expense,Account3,KK-Konto,shop.heinigerag.ch,shop.heinigerag.ch,2025-07-20,2025-07-20,398.45,CHF,settled,1.0,398.45,CHF,
Amazon.com 2025-07-22,expense,Account3,KK-Konto,Amazon.com,Amazon.com,2025-07-22,2025-07-22,11.65,CHF,settled,1.0,11.65,CHF,
Veloshop 2025-07-23,expense,Account3,KK-Konto,Veloshop,Veloshop,2025-07-23,2025-07-23,5329.0,CHF,settled,1.0,5329.0,CHF,
Amazon.com 2025-07-23,expense,Account3,KK-Konto,Amazon.com,Amazon.com,2025-07-23,2025-07-23,230.85,CHF,settled,1.0,230.85,CHF,
Kreditkarten-Zahlung 2025-07-23,transfer,Account1,Privatkonto,Account3,KK-Konto,2025-07-23,2025-07-23,9035.95,CHF,settled,1.0,9035.95,CHF,
Tally Weijl 2025-07-24,expense,Account3,KK-Konto,Tally_Weijl,Tally Weijl,2025-07-24,2025-07-24,22.95,CHF,settled,1.0,22.95,CHF,
www.ochsner-sport.ch 2025-07-27,expense,Account3,KK-Konto,www.ochsner-sport.ch,www.ochsner-sport.ch,2025-07-27,2025-07-27,109.9,CHF,settled,1.0,109.9,CHF,
Aebercrombie 2025-07-27,expense,Account3,KK-Konto,Aebercrombie,Abercrombie & Fitch,2025-07-27,2025-07-27,32.8,CHF,settled,1.0,32.8,CHF,
Paypal 2025-07-29,expense,Account3,KK-Konto,Paypal,Paypal,2025-07-29,2025-07-29,9.0,CHF,settled,1.0,9.0,CHF,
Veloshop 2025-08-05,expense,Account3,KK-Konto,Veloshop,Veloshop,2025-08-05,2025-08-05,134.95,CHF,settled,1.0,134.95,CHF,
iTunes.com 2025-08-05,expense,Account3,KK-Konto,iTunes.com,iTunes.com,2025-08-05,2025-08-05,1.0,CHF,settled,1.0,1.0,CHF,
Amazon.com 2025-08-08,expense,Account3,KK-Konto,Amazon.com,Amazon.com,2025-08-08,2025-08-08,45.4,CHF,settled,1.0,45.4,CHF,
iTunes.com 2025-08-08,expense,Account3,KK-Konto,iTunes.com,iTunes.com,2025-08-08,2025-08-08,1.0,CHF,settled,1.0,1.0,CHF,
Aebercrombie 2025-08-10,income,Aebercrombie,Abercrombie & Fitch,Account3,KK-Konto,2025-08-10,2025-08-10,73.43,CHF,settled,1.0,73.43,CHF,
iTunes.com 2025-08-11,expense,Account3,KK-Konto,iTunes.com,iTunes.com,2025-08-11,2025-08-11,2.7,CHF,settled,1.0,2.7,CHF,
H&M 2025-08-13,expense,Account3,KK-Konto,H&M,H&M,2025-08-13,2025-08-13,34.75,CHF,settled,1.0,34.75,CHF,
Amazon.com 2025-08-16,income,Amazon.com,Amazon.com,Account3,KK-Konto,2025-08-16,2025-08-16,7.62,CHF,settled,1.0,7.62,CHF,
Amazon.com 2025-08-18,expense,Account3,KK-Konto,Amazon.com,Amazon.com,2025-08-18,2025-08-18,77.7,CHF,settled,1.0,77.7,CHF,
Amazon.com 2025-08-19,expense,Account3,KK-Konto,Amazon.com,Amazon.com,2025-08-19,2025-08-19,29.4,CHF,settled,1.0,29.4,CHF,
H&M 2025-08-19,income,H&M,H&M,Account3,KK-Konto,2025-08-19,2025-08-19,19.9,CHF,settled,1.0,19.9,CHF,
Yellowstone 2025-08-19,expense,Account3,KK-Konto,Yellowstone,Yellowstone,2025-08-19,2025-08-19,545.45,CHF,settled,1.0,545.45,CHF,
Paypal 2025-08-22,expense,Account3,KK-Konto,Paypal,Paypal,2025-08-22,2025-08-22,66.0,CHF,settled,1.0,66.0,CHF,
