name,type,source_id,source_label,target_id,target_label,transaction_date,value_date,amount,currency,status,exchange_rate,base_amount,base_currency,description
Y.h.h.i.t. Solution P,expense,Account4,Revolut,YHHIT,Y.H.H.I.T. Solution,2026-01-20,2026-01-20,197.18,CHF,settled,1.0,197.18,CHF,
Med Five Restaurant P,expense,Account4,Revolut,Med_Five,Med Five Restaurant,2026-01-20,2026-01-20,18.99,CHF,settled,1.0,18.99,CHF,
Med Five Restaurant Pv,expense,Account4,Revolut,Med_Five,Med Five Restaurant,2026-01-20,2026-01-20,13.82,CHF,settled,1.0,13.82,CHF,
Netflix,expense,Account4,Revolut,Netflix,Netflix,2026-01-21,2026-01-21,29.9,CHF,settled,1.0,29.9,CHF,
Google Tower Dominion,expense,Account4,Revolut,Google_Play,Google Play,2026-01-22,2026-01-22,10,CHF,settled,1.0,10,CHF,
Pokémon,expense,Account4,Revolut,Pokemon,Pokémon,2026-01-22,2026-01-22,5,CHF,settled,1.0,5,CHF,
Google One,expense,Account4,Revolut,Google_One,Google One,2026-01-23,2026-01-23,3,CHF,settled,1.0,3,CHF,
Holiday Inn,expense,Account4,Revolut,Holiday_Inn,Holiday Inn,2026-01-24,2026-01-24,117.68,CHF,settled,1.0,117.68,CHF,
Google Handygames,expense,Account4,Revolut,Google_Play,Google Play,2026-01-26,2026-01-26,11,CHF,settled,1.0,11,CHF,
Cinnamon Hotels,expense,Account4,Revolut,Cinnamon_Hotels,Cinnamon Hotels,2026-01-26,2026-01-26,5038.32,CHF,settled,1.0,5038.32,CHF,
Cash withdrawal at Atm179,expense,Account4,Revolut,Cash_Withdrawal,Cash withdrawal,2026-01-29,2026-01-29,104.37,CHF,settled,1.0,104.37,CHF,
Google 505 Games Spa,expense,Account4,Revolut,Google_Play,Google Play,2026-02-01,2026-02-01,5.1,CHF,settled,1.0,5.1,CHF,
Universal Orlando,expense,Account4,Revolut,Universal_Orlando,Universal Orlando,2026-02-02,2026-02-02,1695.13,CHF,settled,1.0,1695.13,CHF,
Walt Disney World,expense,Account4,Revolut,Walt_Disney_World,Walt Disney World,2026-02-03,2026-02-03,320.05,CHF,settled,1.0,320.05,CHF,
Google House Flipper,expense,Account4,Revolut,Google_Play,Google Play,2026-02-03,2026-02-03,4.6,CHF,settled,1.0,4.6,CHF,
Xsolla,expense,Account4,Revolut,Xsolla,Xsolla,2026-02-04,2026-02-04,6.23,CHF,settled,1.0,6.23,CHF,
Xsolla,expense,Account4,Revolut,Xsolla,Xsolla,2026-02-04,2026-02-04,6.63,CHF,settled,1.0,6.63,CHF,
Nintendo,expense,Account4,Revolut,Nintendo,Nintendo,2026-02-05,2026-02-05,20,CHF,settled,1.0,20,CHF,
Cinnamon Hotels,expense,Account4,Revolut,Cinnamon_Hotels,Cinnamon Hotels,2026-02-06,2026-02-06,525.82,CHF,settled,1.0,525.82,CHF,
Coop,expense,Account4,Revolut,Coop,Coop,2026-02-08,2026-02-08,110.65,CHF,settled,1.0,110.65,CHF,
Buchhaus.ch,expense,Account4,Revolut,Buchhaus,Buchhaus.ch,2026-02-08,2026-02-08,16.9,CHF,settled,1.0,16.9,CHF,
Coop,expense,Account4,Revolut,Coop,Coop,2026-02-09,2026-02-09,6.25,CHF,settled,1.0,6.25,CHF,
Migros,expense,Account4,Revolut,Migros,Migros,2026-02-09,2026-02-09,8.45,CHF,settled,1.0,8.45,CHF,
Steam,expense,Account4,Revolut,Steam,Steam,2026-02-09,2026-02-09,108.9,CHF,settled,1.0,108.9,CHF,
Eni,expense,Account4,Revolut,Eni,Eni,2026-02-10,2026-02-10,12.95,CHF,settled,1.0,12.95,CHF,
Migros,expense,Account4,Revolut,Migros,Migros,2026-02-10,2026-02-10,9.95,CHF,settled,1.0,9.95,CHF,
JUMBO,expense,Account4,Revolut,Jumbo,JUMBO,2026-02-10,2026-02-10,74.7,CHF,settled,1.0,74.7,CHF,
JUMBO,expense,Account4,Revolut,Jumbo,JUMBO,2026-02-10,2026-02-10,50.2,CHF,settled,1.0,50.2,CHF,
Patreon,expense,Account4,Revolut,Patreon,Patreon,2026-02-10,2026-02-10,11.54,CHF,settled,1.0,11.54,CHF,
WeatherPro,expense,Account4,Revolut,WeatherPro,WeatherPro,2026-02-11,2026-02-11,1,CHF,settled,1.0,1,CHF,
IKEA,expense,Account4,Revolut,IKEA,IKEA,2026-02-11,2026-02-11,2,CHF,settled,1.0,2,CHF,
Ikea,expense,Account4,Revolut,IKEA,IKEA,2026-02-11,2026-02-11,525.4,CHF,settled,1.0,525.4,CHF,
Migros,expense,Account4,Revolut,Migros,Migros,2026-02-11,2026-02-11,3.2,CHF,settled,1.0,3.2,CHF,
Luigia,expense,Account4,Revolut,Luigia,Luigia,2026-02-11,2026-02-11,187.4,CHF,settled,1.0,187.4,CHF,
McDonald's,expense,Account4,Revolut,McDonalds,McDonald's,2026-02-11,2026-02-11,24,CHF,settled,1.0,24,CHF,
The Barber Parado,expense,Account4,Revolut,Barber_Parado,The Barber Parado,2026-02-12,2026-02-12,150,CHF,settled,1.0,150,CHF,
MediaMarkt,expense,Account4,Revolut,Mediamarkt_AG,MediaMarkt,2026-02-12,2026-02-12,7.9,CHF,settled,1.0,7.9,CHF,
Seeed Studio,expense,Account4,Revolut,Seeed_Studio,Seeed Studio,2026-02-13,2026-02-13,64.23,CHF,settled,1.0,64.23,CHF,
PlayStation,expense,Account4,Revolut,PlayStation,PlayStation,2026-02-13,2026-02-13,89.9,CHF,settled,1.0,89.9,CHF,
Lyft,expense,Account4,Revolut,Lyft,Lyft,2026-02-18,2026-02-18,34.81,CHF,settled,1.0,34.81,CHF,
7-Eleven,expense,Account4,Revolut,Seven_Eleven,7-Eleven,2026-02-19,2026-02-19,28.89,CHF,settled,1.0,28.89,CHF,
Walt Disney World,expense,Account4,Revolut,Walt_Disney_World,Walt Disney World,2026-02-19,2026-02-19,6.16,CHF,settled,1.0,6.16,CHF,
Walt Disney World,expense,Account4,Revolut,Walt_Disney_World,Walt Disney World,2026-02-19,2026-02-19,19.8,CHF,settled,1.0,19.8,CHF,
Walt Disney World,expense,Account4,Revolut,Walt_Disney_World,Walt Disney World,2026-02-19,2026-02-19,49.34,CHF,settled,1.0,49.34,CHF,
Hooligan's Grog & Gruel,expense,Account4,Revolut,Hooligans,Hooligan's Grog & Gruel,2026-02-19,2026-02-19,15.67,CHF,settled,1.0,15.67,CHF,
Cosme Acajor Baguettes Magique,expense,Account4,Revolut,Cosme_Acajor,Cosme Acajor Baguettes Magique,2026-02-19,2026-02-19,72.59,CHF,settled,1.0,72.59,CHF,
Universal Orlando,expense,Account4,Revolut,Universal_Orlando,Universal Orlando,2026-02-19,2026-02-19,27.19,CHF,settled,1.0,27.19,CHF,
Toadstool Cafe Mobile,expense,Account4,Revolut,Toadstool_Cafe,Toadstool Cafe,2026-02-19,2026-02-19,45.33,CHF,settled,1.0,45.33,CHF,
Netflix,expense,Account4,Revolut,Netflix,Netflix,2026-02-20,2026-02-20,36.8,CHF,settled,1.0,36.8,CHF,
Coop,expense,Account4,Revolut,Coop,Coop,2026-02-22,2026-02-22,38.3,CHF,settled,1.0,38.3,CHF,
MediaMarkt,expense,Account4,Revolut,Mediamarkt_AG,MediaMarkt,2026-02-22,2026-02-22,25.95,CHF,settled,1.0,25.95,CHF,
Confiserie Bachmann,expense,Account4,Revolut,Confiserie_Bachmann,Confiserie Bachmann,2026-02-22,2026-02-22,9.7,CHF,settled,1.0,9.7,CHF,
digitec.ch,expense,Account4,Revolut,Digitec_Galaxus,digitec.ch,2026-02-22,2026-02-22,117.69,CHF,settled,1.0,117.69,CHF,
Amsler Spielwaren,expense,Account4,Revolut,Amsler_Spielwaren,Amsler Spielwaren,2026-02-22,2026-02-22,69.9,CHF,settled,1.0,69.9,CHF,
Google One,expense,Account4,Revolut,Google_One,Google One,2026-02-23,2026-02-23,3,CHF,settled,1.0,3,CHF,
Lucky's Thai Food,expense,Account4,Revolut,Luckys_Thai,Lucky's Thai Food,2026-02-24,2026-02-24,18.5,CHF,settled,1.0,18.5,CHF,
Bäckerei Lehmann,expense,Account4,Revolut,Baeckerei_Lehmann,Bäckerei Lehmann,2026-02-25,2026-02-25,16.1,CHF,settled,1.0,16.1,CHF,
Google,expense,Account4,Revolut,Google_Play,Google Play,2026-02-25,2026-02-25,0.7,CHF,settled,1.0,0.7,CHF,
Le Relais De L'entrecôte,expense,Account4,Revolut,Relais_Entrecote,Le Relais de l'Entrecôte,2026-02-26,2026-02-26,150,CHF,settled,1.0,150,CHF,
Wal Westhive,expense,Account4,Revolut,Westhive,Westhive,2026-02-27,2026-02-27,24.8,CHF,settled,1.0,24.8,CHF,
Migros Take Away,expense,Account4,Revolut,Migros,Migros Take Away,2026-02-28,2026-02-28,11.55,CHF,settled,1.0,11.55,CHF,
Spheres Gmbh,expense,Account4,Revolut,Spheres,Sphères,2026-02-28,2026-02-28,43.8,CHF,settled,1.0,43.8,CHF,
Tacos Plaza,expense,Account4,Revolut,Tacos_Plaza,Tacos Plaza,2026-02-28,2026-02-28,15.5,CHF,settled,1.0,15.5,CHF,
migrolino,expense,Account4,Revolut,Migros,migrolino,2026-03-01,2026-03-01,2.6,CHF,settled,1.0,2.6,CHF,
Starbucks,expense,Account4,Revolut,Starbucks,Starbucks Coffee,2026-03-02,2026-03-02,16.4,CHF,settled,1.0,16.4,CHF,
SBB CFF FFS,expense,Account4,Revolut,SBB,SBB CFF FFS,2026-03-02,2026-03-02,1.5,CHF,settled,1.0,1.5,CHF,
Steam,expense,Account4,Revolut,Steam,Steam,2026-03-02,2026-03-02,18.69,CHF,settled,1.0,18.69,CHF,
Nintendo,expense,Account4,Revolut,Nintendo,Nintendo,2026-03-03,2026-03-03,19.9,CHF,settled,1.0,19.9,CHF,
MediaMarkt,expense,Account4,Revolut,Mediamarkt_AG,MediaMarkt,2026-03-03,2026-03-03,48.9,CHF,settled,1.0,48.9,CHF,
Coop,expense,Account4,Revolut,Coop,Coop,2026-03-03,2026-03-03,3.2,CHF,settled,1.0,3.2,CHF,
Hungry Pita,expense,Account4,Revolut,Hungry_Pita,Hungry Pita,2026-03-04,2026-03-04,18.5,CHF,settled,1.0,18.5,CHF,
Coop,expense,Account4,Revolut,Coop,Coop,2026-03-04,2026-03-04,15.1,CHF,settled,1.0,15.1,CHF,
Confiserie Bachmann,expense,Account4,Revolut,Confiserie_Bachmann,Confiserie Bachmann,2026-03-04,2026-03-04,10.4,CHF,settled,1.0,10.4,CHF,
Moonpay*uniswap 1870,expense,Account4,Revolut,MoonPay,MoonPay,2026-03-05,2026-03-05,54.59,CHF,settled,1.0,54.59,CHF,
Confiserie Bachmann,expense,Account4,Revolut,Confiserie_Bachmann,Confiserie Bachmann,2026-03-06,2026-03-06,4.8,CHF,settled,1.0,4.8,CHF,
Westhive,expense,Account4,Revolut,Westhive,Westhive,2026-03-06,2026-03-06,17.9,CHF,settled,1.0,17.9,CHF,
Google Standby Mode P,expense,Account4,Revolut,Google_Play,Google Play,2026-03-06,2026-03-06,11,CHF,settled,1.0,11,CHF,
Ikea,expense,Account4,Revolut,IKEA,IKEA,2026-03-10,2026-03-10,183.6,CHF,settled,1.0,183.6,CHF,
Steam,income,Steam,Steam,Account4,Revolut,2026-03-10,2026-03-10,18.69,CHF,settled,1.0,18.69,CHF,
Google Weatherpro For,expense,Account4,Revolut,WeatherPro,WeatherPro,2026-03-11,2026-03-11,1,CHF,settled,1.0,1,CHF,
Coop,expense,Account4,Revolut,Coop,Coop,2026-03-11,2026-03-11,5.05,CHF,settled,1.0,5.05,CHF,
Papa Burrito,expense,Account4,Revolut,Papa_Burrito,Papa Burrito,2026-03-11,2026-03-11,12.15,CHF,settled,1.0,12.15,CHF,
Machida Shoten,expense,Account4,Revolut,Machida_Shoten,Machida Shoten,2026-03-12,2026-03-12,75,CHF,settled,1.0,75,CHF,
Digitec Galaxus,expense,Account4,Revolut,Digitec_Galaxus,Digitec Galaxus,2026-03-12,2026-03-12,279.23,CHF,settled,1.0,279.23,CHF,
Swiss,expense,Account4,Revolut,Swiss,SWISS,2026-03-14,2026-03-14,271.9,CHF,settled,1.0,271.9,CHF,
Swiss (2),expense,Account4,Revolut,Swiss,SWISS,2026-03-14,2026-03-14,271.9,CHF,settled,1.0,271.9,CHF,
Confiserie Bachmann,expense,Account4,Revolut,Confiserie_Bachmann,Confiserie Bachmann,2026-03-14,2026-03-14,5.3,CHF,settled,1.0,5.3,CHF,
Deliz Asia,expense,Account4,Revolut,Deliz_Asia,Deliz Asia,2026-03-14,2026-03-14,17,CHF,settled,1.0,17,CHF,
Ikea,expense,Account4,Revolut,IKEA,IKEA,2026-03-15,2026-03-15,178.95,CHF,settled,1.0,178.95,CHF,
MediaMarkt,expense,Account4,Revolut,Mediamarkt_AG,MediaMarkt,2026-03-15,2026-03-15,46.8,CHF,settled,1.0,46.8,CHF,
Westhive,expense,Account4,Revolut,Westhive,Westhive,2026-03-17,2026-03-17,17.9,CHF,settled,1.0,17.9,CHF,
Bambu Lab,expense,Account4,Revolut,Bambu_Lab,Bambu Lab,2026-03-18,2026-03-18,2830.34,CHF,settled,1.0,2830.34,CHF,
Hungry Pita,expense,Account4,Revolut,Hungry_Pita,Hungry Pita,2026-03-18,2026-03-18,18.5,CHF,settled,1.0,18.5,CHF,
Nintendo,expense,Account4,Revolut,Nintendo,Nintendo,2026-03-18,2026-03-18,69.9,CHF,settled,1.0,69.9,CHF,
Brezelkönig,expense,Account4,Revolut,Brezelkoenig,Brezelkönig,2026-03-19,2026-03-19,13.8,CHF,settled,1.0,13.8,CHF,
Netflix,expense,Account4,Revolut,Netflix,Netflix,2026-03-20,2026-03-20,36.8,CHF,settled,1.0,36.8,CHF,
Topden Bowls,expense,Account4,Revolut,Topden_Bowls,Topden Bowls,2026-03-20,2026-03-20,17,CHF,settled,1.0,17,CHF,
Digitec Galaxus,expense,Account4,Revolut,Digitec_Galaxus,Digitec Galaxus,2026-03-20,2026-03-20,24.81,CHF,settled,1.0,24.81,CHF,
Ikea,expense,Account4,Revolut,IKEA,IKEA,2026-03-21,2026-03-21,884.9,CHF,settled,1.0,884.9,CHF,
Ikea,expense,Account4,Revolut,IKEA,IKEA,2026-03-21,2026-03-21,35,CHF,settled,1.0,35,CHF,
Ikea,expense,Account4,Revolut,IKEA,IKEA,2026-03-21,2026-03-21,75.95,CHF,settled,1.0,75.95,CHF,
Ikea,expense,Account4,Revolut,IKEA,IKEA,2026-03-21,2026-03-21,10.9,CHF,settled,1.0,10.9,CHF,
Google One,expense,Account4,Revolut,Google_One,Google One,2026-03-23,2026-03-23,3,CHF,settled,1.0,3,CHF,
Hungry Pita,expense,Account4,Revolut,Hungry_Pita,Hungry Pita,2026-03-25,2026-03-25,18.5,CHF,settled,1.0,18.5,CHF,
Currybag,expense,Account4,Revolut,Currybag,Currybag,2026-03-26,2026-03-26,17,CHF,settled,1.0,17,CHF,
Disney+,expense,Account4,Revolut,Disney_Plus,Disney+,2026-03-26,2026-03-26,234,CHF,settled,1.0,234,CHF,
Roots,expense,Account4,Revolut,Roots,Roots,2026-03-27,2026-03-27,19.9,CHF,settled,1.0,19.9,CHF,
Swiss,expense,Account4,Revolut,Swiss,SWISS,2026-03-29,2026-03-29,33.8,CHF,settled,1.0,33.8,CHF,
Swiss,expense,Account4,Revolut,Swiss,SWISS,2026-03-29,2026-03-29,0.7,CHF,settled,1.0,0.7,CHF,
Shell,expense,Account4,Revolut,Shell,Shell,2026-03-30,2026-03-30,150.54,CHF,settled,1.0,150.54,CHF,
Westhive,expense,Account4,Revolut,Westhive,Westhive,2026-03-31,2026-03-31,17.9,CHF,settled,1.0,17.9,CHF,
Coop,expense,Account4,Revolut,Coop,Coop,2026-04-01,2026-04-01,4.85,CHF,settled,1.0,4.85,CHF,
Coop,expense,Account4,Revolut,Coop,Coop,2026-04-02,2026-04-02,5.55,CHF,settled,1.0,5.55,CHF,
Miiro Borneta,expense,Account4,Revolut,Miiro_Borneta,Miiro Borneta,2026-04-03,2026-04-03,17.07,CHF,settled,1.0,17.07,CHF,
Monbus,expense,Account4,Revolut,Monbus,Monbus,2026-04-03,2026-04-03,14.32,CHF,settled,1.0,14.32,CHF,
El Corte Inglés,expense,Account4,Revolut,El_Corte_Ingles,El Corte Inglés,2026-04-03,2026-04-03,85.88,CHF,settled,1.0,85.88,CHF,
365,expense,Account4,Revolut,Obrador_365,365 Obrador,2026-04-03,2026-04-03,15.33,CHF,settled,1.0,15.33,CHF,
El Corte Inglés,expense,Account4,Revolut,El_Corte_Ingles,El Corte Inglés,2026-04-03,2026-04-03,3.44,CHF,settled,1.0,3.44,CHF,
Rec Comtal 21,expense,Account4,Revolut,Rec_Comtal,Rec Comtal 21,2026-04-03,2026-04-03,8.33,CHF,settled,1.0,8.33,CHF,
Bormuth,expense,Account4,Revolut,Bormuth,Bormuth,2026-04-03,2026-04-03,43.4,CHF,settled,1.0,43.4,CHF,
Joia,expense,Account4,Revolut,Joia,Joia,2026-04-04,2026-04-04,10.73,CHF,settled,1.0,10.73,CHF,
ES Fornet,expense,Account4,Revolut,ES_Fornet,ES Fornet,2026-04-07,2026-04-07,9.54,CHF,settled,1.0,9.54,CHF,
UNIQLO,expense,Account4,Revolut,Uniqlo,UNIQLO,2026-04-08,2026-04-08,166.01,CHF,settled,1.0,166.01,CHF,
Bar Lobo Triomf,expense,Account4,Revolut,Bar_Lobo,Bar Lobo,2026-04-08,2026-04-08,23.15,CHF,settled,1.0,23.15,CHF,
Aerobús Barcelona,expense,Account4,Revolut,Aerobus_Barcelona,Aerobús Barcelona,2026-04-08,2026-04-08,14.36,CHF,settled,1.0,14.36,CHF,
Aelia Duty Free,expense,Account4,Revolut,Aelia_Duty_Free,Aelia Duty Free,2026-04-08,2026-04-08,6.49,CHF,settled,1.0,6.49,CHF,
Josep Tarradellas Barcelona-El Prat Airport,expense,Account4,Revolut,Barcelona_Airport,Barcelona-El Prat Airport,2026-04-08,2026-04-08,30.57,CHF,settled,1.0,30.57,CHF,
Brezelkönig,expense,Account4,Revolut,Brezelkoenig,Brezelkönig,2026-04-08,2026-04-08,13.8,CHF,settled,1.0,13.8,CHF,
El Turpial,expense,Account4,Revolut,El_Turpial,El Turpial,2026-04-09,2026-04-09,20,CHF,settled,1.0,20,CHF,
Google Weatherpro For,expense,Account4,Revolut,WeatherPro,WeatherPro,2026-04-11,2026-04-11,1,CHF,settled,1.0,1,CHF,
Deliz Asia,expense,Account4,Revolut,Deliz_Asia,Deliz Asia,2026-04-11,2026-04-11,17,CHF,settled,1.0,17,CHF,
Rhystorante Food,expense,Account4,Revolut,Rhystorante,Rhystorante,2026-04-12,2026-04-12,59.5,CHF,settled,1.0,59.5,CHF,
m-way,expense,Account4,Revolut,M_Way,m-way,2026-04-12,2026-04-12,44.9,CHF,settled,1.0,44.9,CHF,
Coop,expense,Account4,Revolut,Coop,Coop,2026-04-12,2026-04-12,2,CHF,settled,1.0,2,CHF,
Roots,expense,Account4,Revolut,Roots,Roots,2026-04-15,2026-04-15,19.9,CHF,settled,1.0,19.9,CHF,
Topden Bowls,expense,Account4,Revolut,Topden_Bowls,Topden Bowls,2026-04-17,2026-04-17,15,CHF,settled,1.0,15,CHF,
JUMBO,expense,Account4,Revolut,Jumbo,JUMBO,2026-04-17,2026-04-17,6.25,CHF,settled,1.0,6.25,CHF,
Hungry Pita,expense,Account4,Revolut,Hungry_Pita,Hungry Pita,2026-04-18,2026-04-18,18.5,CHF,settled,1.0,18.5,CHF,
Mehrspur,expense,Account4,Revolut,Mehrspur,Mehrspur,2026-04-18,2026-04-18,19.8,CHF,settled,1.0,19.8,CHF,
Netflix,expense,Account4,Revolut,Netflix,Netflix,2026-04-20,2026-04-20,36.8,CHF,settled,1.0,36.8,CHF,
Metal plan fee,expense,Account4,Revolut,Revolut,Revolut,2026-04-21,2026-04-21,180,CHF,settled,1.0,180,CHF,
Google One,expense,Account4,Revolut,Google_One,Google One,2026-04-23,2026-04-23,3,CHF,settled,1.0,3,CHF,
VIA Outlets,expense,Account4,Revolut,VIA_Outlets,VIA Outlets,2026-04-26,2026-04-26,4,CHF,settled,1.0,4,CHF,
Five Guys,expense,Account4,Revolut,Five_Guys,Five Guys,2026-04-26,2026-04-26,72.5,CHF,settled,1.0,72.5,CHF,
Google Butcher Hero H,expense,Account4,Revolut,Google_Play,Google Play,2026-04-27,2026-04-27,3.9,CHF,settled,1.0,3.9,CHF,
Google Butcher Hero H (2),expense,Account4,Revolut,Google_Play,Google Play,2026-04-27,2026-04-27,3.9,CHF,settled,1.0,3.9,CHF,
Google Draft Showdown,expense,Account4,Revolut,Google_Play,Google Play,2026-04-27,2026-04-27,15,CHF,settled,1.0,15,CHF,
Ustria Aurora,expense,Account4,Revolut,Ustria_Aurora,Ustria Aurora,2026-04-27,2026-04-27,100,CHF,settled,1.0,100,CHF,
Orell Füssli,expense,Account4,Revolut,Orell_Füssli,Orell Füssli,2026-04-28,2026-04-28,27.05,CHF,settled,1.0,27.05,CHF,
Volg,expense,Account4,Revolut,Volg,Volg,2026-04-28,2026-04-28,41.85,CHF,settled,1.0,41.85,CHF,
BP,expense,Account4,Revolut,BP,BP,2026-04-29,2026-04-29,4.4,CHF,settled,1.0,4.4,CHF,
Coop,expense,Account4,Revolut,Coop,Coop,2026-04-30,2026-04-30,15.9,CHF,settled,1.0,15.9,CHF,
Mundo Del Gusto,expense,Account4,Revolut,Mundo_Del_Gusto,Mundo Del Gusto,2026-05-01,2026-05-01,22.4,CHF,settled,1.0,22.4,CHF,
Coop,expense,Account4,Revolut,Coop,Coop,2026-05-01,2026-05-01,4.05,CHF,settled,1.0,4.05,CHF,
Arena Cinemas,expense,Account4,Revolut,Arena_Cinemas,Arena Cinemas,2026-05-01,2026-05-01,40,CHF,settled,1.0,40,CHF,
Migros,expense,Account4,Revolut,Migros,Migros,2026-05-02,2026-05-02,4.1,CHF,settled,1.0,4.1,CHF,
Yoordi,expense,Account4,Revolut,Yoordi,Yoordi,2026-05-02,2026-05-02,87.2,CHF,settled,1.0,87.2,CHF,
Wassermann & Company,expense,Account4,Revolut,Wassermann,Wassermann & Company,2026-05-04,2026-05-04,18,CHF,settled,1.0,18,CHF,
Vendo,expense,Account4,Revolut,Vendo,Vendo,2026-05-05,2026-05-05,13.98,CHF,settled,1.0,13.98,CHF,
Google Bomber Ace Ww2,expense,Account4,Revolut,Google_Play,Google Play,2026-05-05,2026-05-05,1.6,CHF,settled,1.0,1.6,CHF,
Migros,expense,Account4,Revolut,Migros,Migros,2026-05-06,2026-05-06,5.8,CHF,settled,1.0,5.8,CHF,
Rice Up!,expense,Account4,Revolut,Rice_Up,Rice Up!,2026-05-06,2026-05-06,17.4,CHF,settled,1.0,17.4,CHF,
Google Bomber Ace Ww2,expense,Account4,Revolut,Google_Play,Google Play,2026-05-07,2026-05-07,3.2,CHF,settled,1.0,3.2,CHF,
dieci,expense,Account4,Revolut,Dieci,dieci,2026-05-08,2026-05-08,49,CHF,settled,1.0,49,CHF,
Roots,expense,Account4,Revolut,Roots,Roots,2026-05-08,2026-05-08,19.9,CHF,settled,1.0,19.9,CHF,
Roots,expense,Account4,Revolut,Roots,Roots,2026-05-09,2026-05-09,19.9,CHF,settled,1.0,19.9,CHF,
Nordsee,expense,Account4,Revolut,Nordsee,Nordsee,2026-05-10,2026-05-10,29.8,CHF,settled,1.0,29.8,CHF,
Coop,expense,Account4,Revolut,Coop,Coop,2026-05-10,2026-05-10,69.9,CHF,settled,1.0,69.9,CHF,
Confiserie Bachmann,expense,Account4,Revolut,Confiserie_Bachmann,Confiserie Bachmann,2026-05-10,2026-05-10,14.5,CHF,settled,1.0,14.5,CHF,
digitec.ch,expense,Account4,Revolut,Digitec_Galaxus,digitec.ch,2026-05-10,2026-05-10,533.49,CHF,settled,1.0,533.49,CHF,
